texto,tipo
Retrasan marcha trabajadores de salud en Oaxaca,8
Marcha Coordinadora de Sindicatos de Salud en Oaxaca; instalan plantón en Casa Oficial,2
OAXACA: se retira bloqueo por parte de STEUABJO (VÍDEO),2
"Fiscalía General presentó datos de prueba suficientes y Juez vinculó a proceso a probable responsable del homicidio de adolescente, ocurrido en enfrentamiento en la Central de Abasto",4
Retiran bloqueo en carretera a Tuxtepec,2
Más de diez empresas se han ido del Istmo por bloqueos,2
Detienen a ex jefe de la Policía por enfrentamiento en Nochixtlán,4
Avanza Fiscalía con investigaciones sobre el enfrentamiento en la agencia Vicente Guerrero,4
Reportan enfrentamiento entre elementos de la Guardia Nacional y civiles en San Francisco del Mar; tres muertos saldo preliminar,4
Mártires marcha invicto tras duelo vs Barrio Nueve en la jornada 5 de la Liga Municipal de Futbol,5
"Con marcha y tapete, normalistas conmemoran desaparición de estudiantes de Ayotzinapa",8
Confirma la Fiscalía un muerto en San Francisco del Mar por enfrentamiento,4
"Con bloqueo, habitantes de Santa Lucía del Camino exigen rehabilitación del drenaje",2
Calvario en carretera y acceso al aeropuerto de Oaxaca por bloqueo de organizaciones,2
"Convocan a marcha 'Tuxtepec a favor de la mujer y la vida""",8
"Oaxaca de Juárez, rehén de bloqueos y movilizaciones en las calles",2
Pobladores de San José Manialtepec levantan bloqueo carretero en la Costa,2
"OAXACA: Exigen comuneros la aprobación inmediata de su Consejo Municipal, realizan bloqueo",2
Se deslinda la Asociación Civil de enfrentamiento en Molino Los Arcos,2
Colapsa economía de la Costa por bloqueos hacia Huatulco y Juquila,2
Se agudiza protesta de pobladores de San Juan Mazatlán; prevén bloqueo carretero,2
"Acumula el Istmo de Oaxaca al menos 50 bloqueos carreteros, estrategia de presión para autoridades",2
Autoridades de la Mixtequita San Juan Mazatlán Mixe amagan con bloqueo carretero,2
Reporta Guardia Nacional dos bloqueos y un accidente en el Istmo,2
Bloqueos afectan movilidad y economía en el Istmo,2
Abaten a 9 sujetos durante enfrentamiento armado en Coahuila,2
Con árboles bloqueaban acceso a comunidades de Atatlahuca atacadas; gobierno de Oaxaca continúa recorridos de seguridad,2
OAXACA: STEUABJO activa bloqueo en demanda de respuesta económicaB (VÍDEO),2
Concilia Segego en conflicto y quitan bloqueo carretero al Istmo,2
"Despido de casi 3 mil empleados de salud en Oaxaca deja protestas, bloqueos y hasta huelga de hambre",2
"Marchan mujeres en la ciudad de Oaxaca, piden justicia para Citlali",2
Ejército da golpe de estado en Sudán en medio de protestas y bloqueos,2
OAXACA: bloqueo carretero por desatención de Inmobiliaria 'Aguilar',2
Lunes de bloqueos en Oaxaca,2
Bloqueo en la Y griega es para pedir un pozo profundo,2
OAXACA: exigen pobladores de Zaachila construcción de pozo profundo con bloqueo,2
Marcha personal eventual de Salud en Salina Cruz.,2
Amanece bloqueo en Tlacolula; insiste Segego en el diálogo,2
"Por culpa de constructora, permanece bloqueo en carretera de Tlacolula",2
Piden ayuda para bebé no aceptada en Hospital de la Niñez Oaxaqueña; anuncian bloqueo carretero,2
López Obrador pide la integración comercial y el fin de los bloqueos en América Latina,2
OAXACA: termina bloqueo en carretera federal 175 Oaxaca-Puerto Escondido,2
Llega a Huixtla la Marcha Caravana por la Paz; en 12 días entraría a territorio oaxaqueño,2
"En Oaxaca, enfrentamiento deja dos vehiculos incendiados y un lesionado",2
Bloqueo de la carretera Federal Matamoros – Puerto Juárez en Tecolutla provoca descontento de automovilistas (vídeo),2
"Con 3 bloqueos carreteros, pobladores del Istmo y trabajadores de Agua exige atención del gobierno",2
Michoacán: tras liberación de bloqueo comienza movilidad de trenes,2
"Istmo de Tehuantepec, secuestrado por bloqueos y manifestaciones",2
Tres bloqueos afectan tránsito en Oaxaca,2
OAXACA: Sol Rojo demanda con bloqueo y pintas justicia,2
Marcha personal de salud en Oaxaca,2
Se registra enfrentamiento armado entre civiles y policías en la Tolome-Paso de Ovejas,2
Marcha retrasa a personas que salen a sus actividades esenciales,2
VERACRUZ: Enfrentamiento entre palaperos y turistas deja personas lesionadas,2
Marchan en la CDMX a 7 años de la desaparición de los 43 de Ayotzinapa,2
Participará Oaxaca en marcha a favor de la vida el 3 de octubre,8
"Deja un muerto enfrentamiento de GN y AEI con presuntos narcomenudistas en San Francisco del Mar, Oaxaca",2
Con bloqueo cierran paso a tiradero municipal y a la Costa,2
Tres bloqueos en el Istmo afectan tránsito a Oaxaca y a Veracruz,2
Marcha y bloqueos sitian a la ciudad de Oaxaca,2
Marchan para pedir reinstalación de personal médico despedido en Oaxaca,2
Habitantes de Jocotepec retienen a policías estatales en bloqueo carretero,2
Permanecen bloqueos en la capital y zona conurbada de la ciudad de Oaxaca.,2
Violentan derecho de tránsito con varios bloqueos en Oaxaca,2
Personal médico despedido mantiene bloqueo en el crucero del aeropuerto,2
"Indignante, pobladores de Jocotepec retienen ambulancia de Cruz Ámbar en bloqueo de Sebastopol en Tuxtepec",2
Levantan bloqueo en el Istmo; pobladores de Chimalapa recibirán recursos,2
Bloqueos complican la movilidad en la ciudad de Oaxaca,2
Continúa bloqueo en carretera del Istmo,2
"Tras finalizar bloqueo en Jalapa, transportistas reportan pérdidas millonarias.",2
Trasciende enfrentamiento de policías y sujetos armados,2
OAXACA: normalistas de la Mixteca marcharán por el No Olvido del Movimiento Estudiantil del 68,2
Codeci anuncia bloqueos para conmemorar 11 aniversario luctuoso de su líder fundador Catarino Torres Pereda,2
[VIDEO] Realizan marcha pro-vida en Tuxtepec,8
Bloqueo en Ciudad Administrativa afecta trámites y servicios,2
Sindicato del IEBO anuncia bloqueos en todas las salidas/entradas a Tuxtepec,2
Retiran bloqueo de calles aledañas al Palacio Municipal de la ciudad de Oaxaca,2
Trabajadores de limpia instalaron bloqueos en la ciudad de Oaxaca,2
Desaire de Oswaldo García propicia bloqueo en Tinoco y Palacios,2
Dos grupos anuncian bloqueos y manifestaciones para este miércoles en Tuxtepec,2
OAXACA: SUTIEBO activa bloqueos en regiones del Estado por millonaria deuda,2
[VIDEO] Bloqueos 'secuestraron'Tuxtepec; comerciantes reportan perdidas millonarias,2
"No a todos les fue mal con los bloqueos en Tuxtepec, taxistas repuntaron en pasajes",2
"Retiran bloqueos en la ciudad de Oaxaca, se normaliza el tránsito",2
Diálogo sin afectaciones pide Segego ante bloqueos en Oaxaca,2
¡Se suma a bloqueos! Undeci exige atención de Bienestar y gobierno,2
Padecen negocios pandemia y bloqueos en Tuxtepec,2
Baja 60% el servicio de empresas transportistas por bloqueos en Oaxaca,2
Personal de limpia reinicia bloqueos en la ciudad de Oaxaca,2
"OAXACA: se alista bloqueo indefinido en carretera Pinotepa – Acapulco, pobladores de La Muralla piden recursos conforme a la ley aseguran",2
OAXACA: latente retomar bloqueos por parte de trabajadores de limpia,2
Retiran manifestantes bloqueo en Pinotepa Nacional,2
Indolencia de autoridades municipales genera tres bloqueos hoy.,2
Sindicalizados retiran bloqueo en la avenida Universidad,2
Antorcha campesina plantea exigencias al estado con bloqueos,2
"Trasciende enfrentamiento a balazos entre ministeriales y civiles, en Tantoyuca",2
Retiran bloqueo transportistas de la Semarnat; atiende Segego la problemática.,2
"OAXACA: Se libera bloqueo en carretera a Juquila, habría sido cerrado poco más de 15 días",2
Afectan movilidad en Miahuatlán con dos bloqueos,2
"Con bloqueo carretero piden cancelar proyecto minero San José, en Oaxaca",2
OAXACA: Añeja demanda genera bloqueo carretero en Zaachila,2
Retiran antimineras bloqueo hacia la Sierra Sur y Costa de Oaxaca,2
Tras mesa de diálogo retiran bloqueo en Carretera Federal 200,2
Desatención en CEA y Segego propicia bloqueos en Oaxaca,2
OAXACA: Activan bloqueos por detención de un integrante de CTM,2
Marchan padres de los 43 en Chilpancingo por 85 meses de caso Ayotzinapa,2
OAXACA: Con bloqueo STEUABJO exige toma de nota,2
OAXACA: Amanece bloqueo por crisis en sector salud,2
Con bloqueos a vías férreas demandan información del Corredor Interoceánico en Oaxaca,2
Vecinos desalojan a quienes bloqueaban en carretera del Istmo,2
Pueblo de San Juan Mazatlán acciona con bloqueos; cierra Transistmica y carretera Tuxtepec-Palomares,2
Reportan enfrentamiento entre policías y vendedores ambulantes en Oaxaca,2
Mototaxistas del grupo OLI anuncian bloqueo carretero.,2
Prometen plazas a trabajadores de Salud tras marcha en Acapulco,8
Bloqueos viales en Oaxaca de Juárez suman 4 semanas consecutivas,2
Bloqueo en crucero de Huayapam impide movilidad de personas,2
OAXACA: integrantes de CODECI dan otro día de bloqueo a capitalinos,2
Cumple tres días en Oaxaca bloqueo carretero que impide paso a turistas y comerciantes del Istmo a Huatulco,2
Van 4 días de afectaciones por bloqueo en el Istmo de Tehuantepec,2
Marcharán el 23 de octubre por asesinato de Heriberto Pazos,2
Retiran bloqueo de la avenida Universidad,2
Recuerdan con marcha y homenajes a Heriberto Pazos,8
Van 8 días de afectaciones por bloqueo en Huamelula,2
Bloqueo en el IMECA por parte de trabajadores del SAP en Juchitán,2
Investiga Fiscalía de Oaxaca enfrentamientos en San Esteban Atatlahuca,2
Retiran bloqueo en carretera de Río Grande a Juquila,2
Bloqueos afectan movilidad en la colonia Reforma,2
OAXACA: por obra escolar se realiza bloqueo en carretera federal,2
"Con diálogo, la Policía Estatal logra desactivar bloqueos en la ciudad de Oaxaca.",2
En Huajuapan marchan contra decreto que obliga a mayores de edad a mostrar certificado de vacunación,2
La ENSFO marcha para encubrir a su director,8
"Fiscalía General interviene e inicia investigación en San Esteban Atatlahuca, tras enfrentamiento armado",2
Marchan cientos en Oaxaca a favor de la vida y contra el aborto,2
Damnificados por las lluvias en el Istmo amenazan con bloqueos,2
OAXACA: CIPO realiza bloqueos en exigencia de justicia,2
Retiran bloqueo entre Atatlahuca y Santa Cruz Nundaco,2
Retiran bloqueo en carretera a la Costa,2
Desquician bloqueos la ciudad de Oaxaca,2
Marchan por dignidad y respeto en Tuxtepec,2
OAXACA: 'no cambia nada'dice líder de Sindicato Independiente 3 de Marzo al anunciar otro día de bloqueos en la capital,2
¡Otra vez! Desquician a Tuxtepec con bloqueos,2
"Canceladas por bloqueos, 20% de reservaciones hoteleras en Oaxaca",2
Mantendrán Sindicato 3 de Marzo bloqueos en Oaxaca hasta una respuesta,2
"[VIDEO] En la vida hay que enfrentar los problemas, recomienda Murat a edil de Oaxaca; convoca a dialogo en Palacio para levantar bloqueos",2
OAXACA: Gobernador del Estado atiende a Sindicato 3 de Marzo tras 15 horas de bloqueos,2
Sindicato 3 de Marzo prolonga bloqueo hasta las 10 de la noche y reanuda mañana a las cinco.,2
Levanta SUTIEBO bloqueo en la Costa tras promesa de solución,2
Continúa bloqueo en la calle Miguel Cabrera de la ciudad de Oaxaca,2
Bloqueo en el Istmo impide paso hacia Chiapas,2
Tomas de agua clandestinas provocan enfrentamiento en Huajuapan,2
OAXACA: CSSO protesta con bloqueo en principal avenida de la capital oaxaqueña,2
Amagan con bloqueo carretero trabajadores del SAP de Juchitán.,2
Bloqueo en carretera Juquila-Río Grande cumple 3 días,2
"Con ""marcha del hartazgo"", mujeres de Tuxtepec exigen justicia ante el aumento de desapariciones",8
Dan marcha atrás para clases presenciales en escuelas privadas de Oaxaca,2
UNACH pone en marcha Congreso Mesoamericano de Investigación,3
Marchan en la ciudad de Oaxaca familiares de personas desaparecidas,2
Con bloqueo impiden paso entre Salina Cruz y Huatulco,2
OAXACA: trabajadores de salud marchan por despido (VIDEO),2
OAXACA: bloqueo en la capital por obras (VÍDEO),2
"Con bloqueos, el SITYPS insiste en plazas para administrativos",2
Retiran bloqueo en carretera del Istmo,2
OAXACA: En marcha patrulla feminista para exhibir a deudores,2
OAXACA: trabajadores despedidos del sector salud realizan bloqueo,2
Más de 300 despedidos de la jurisdicción sanitaria número 3 de Tuxtepec anuncian bloqueos para protestar; exigen reinstalación (vídeo),2
El STEUABJO quiere 12 millones de pesos… sin trabajar; realiza bloqueo,2
OAXACA: sin graves daños termina marcha de estudiantes,8
"Marchan sin violencia en Oaxaca, para conmemorar el 2 de octubre del 68",2
Retrasan marcha trabajadores de salud en Oaxaca,8
Marcha Coordinadora de Sindicatos de Salud en Oaxaca; instalan plantón en Casa Oficial,8
OAXACA: se retira bloqueo por parte de STEUABJO (VÍDEO),2
"Fiscalía General presentó datos de prueba suficientes y Juez vinculó a proceso a probable responsable del homicidio de adolescente, ocurrido en enfrentamiento en la Central de Abasto",2
Retiran bloqueo en carretera a Tuxtepec,2
Más de diez empresas se han ido del Istmo por bloqueos,2
Detienen a ex jefe de la Policía por enfrentamiento en Nochixtlán,2
Avanza Fiscalía con investigaciones sobre el enfrentamiento en la agencia Vicente Guerrero,2
Reportan enfrentamiento entre elementos de la Guardia Nacional y civiles en San Francisco del Mar; tres muertos saldo preliminar,2
Mártires marcha invicto tras duelo vs Barrio Nueve en la jornada 5 de la Liga Municipal de Futbol,2
"Con marcha y tapete, normalistas conmemoran desaparición de estudiantes de Ayotzinapa",2
Confirma la Fiscalía un muerto en San Francisco del Mar por enfrentamiento,2
"Con bloqueo, habitantes de Santa Lucía del Camino exigen rehabilitación del drenaje",2
Calvario en carretera y acceso al aeropuerto de Oaxaca por bloqueo de organizaciones,2
"Convocan a marcha 'Tuxtepec a favor de la mujer y la vida""",8
"Oaxaca de Juárez, rehén de bloqueos y movilizaciones en las calles",2
Pobladores de San José Manialtepec levantan bloqueo carretero en la Costa,2
"OAXACA: Exigen comuneros la aprobación inmediata de su Consejo Municipal, realizan bloqueo",2
Se deslinda la Asociación Civil de enfrentamiento en Molino Los Arcos,2
Colapsa economía de la Costa por bloqueos hacia Huatulco y Juquila,2
Se agudiza protesta de pobladores de San Juan Mazatlán; prevén bloqueo carretero,2
"Acumula el Istmo de Oaxaca al menos 50 bloqueos carreteros, estrategia de presión para autoridades",2
Autoridades de la Mixtequita San Juan Mazatlán Mixe amagan con bloqueo carretero,2
Reporta Guardia Nacional dos bloqueos y un accidente en el Istmo,2
Bloqueos afectan movilidad y economía en el Istmo,2
Abaten a 9 sujetos durante enfrentamiento armado en Coahuila,2
Con árboles bloqueaban acceso a comunidades de Atatlahuca atacadas; gobierno de Oaxaca continúa recorridos de seguridad,2
OAXACA: STEUABJO activa bloqueo en demanda de respuesta económicaB (VÍDEO),2
Concilia Segego en conflicto y quitan bloqueo carretero al Istmo,2
"Despido de casi 3 mil empleados de salud en Oaxaca deja protestas, bloqueos y hasta huelga de hambre",2
"Marchan mujeres en la ciudad de Oaxaca, piden justicia para Citlali",2
Ejército da golpe de estado en Sudán en medio de protestas y bloqueos,2
OAXACA: bloqueo carretero por desatención de Inmobiliaria 'Aguilar',2
Lunes de bloqueos en Oaxaca,2
Bloqueo en la Y griega es para pedir un pozo profundo,2
OAXACA: exigen pobladores de Zaachila construcción de pozo profundo con bloqueo,2
Marcha personal eventual de Salud en Salina Cruz.,2
Amanece bloqueo en Tlacolula; insiste Segego en el diálogo,2
"Por culpa de constructora, permanece bloqueo en carretera de Tlacolula",2
Piden ayuda para bebé no aceptada en Hospital de la Niñez Oaxaqueña; anuncian bloqueo carretero,2
López Obrador pide la integración comercial y el fin de los bloqueos en América Latina,2
OAXACA: termina bloqueo en carretera federal 175 Oaxaca-Puerto Escondido,2
Llega a Huixtla la Marcha Caravana por la Paz; en 12 días entraría a territorio oaxaqueño,2
"En Oaxaca, enfrentamiento deja dos vehiculos incendiados y un lesionado",2
Bloqueo de la carretera Federal Matamoros – Puerto Juárez en Tecolutla provoca descontento de automovilistas (vídeo),2
"Con 3 bloqueos carreteros, pobladores del Istmo y trabajadores de Agua exige atención del gobierno",2
Michoacán: tras liberación de bloqueo comienza movilidad de trenes,2
"Istmo de Tehuantepec, secuestrado por bloqueos y manifestaciones",2
Tres bloqueos afectan tránsito en Oaxaca,2
OAXACA: Sol Rojo demanda con bloqueo y pintas justicia,2
Marcha personal de salud en Oaxaca,2
Se registra enfrentamiento armado entre civiles y policías en la Tolome-Paso de Ovejas,2
Marcha retrasa a personas que salen a sus actividades esenciales,2
VERACRUZ: Enfrentamiento entre palaperos y turistas deja personas lesionadas,2
Marchan en la CDMX a 7 años de la desaparición de los 43 de Ayotzinapa,2
Participará Oaxaca en marcha a favor de la vida el 3 de octubre,8
"Deja un muerto enfrentamiento de GN y AEI con presuntos narcomenudistas en San Francisco del Mar, Oaxaca",2
Con bloqueo cierran paso a tiradero municipal y a la Costa,2
Tres bloqueos en el Istmo afectan tránsito a Oaxaca y a Veracruz,2
Marcha y bloqueos sitian a la ciudad de Oaxaca,2
Marchan para pedir reinstalación de personal médico despedido en Oaxaca,2
Habitantes de Jocotepec retienen a policías estatales en bloqueo carretero,2
Permanecen bloqueos en la capital y zona conurbada de la ciudad de Oaxaca.,2
Violentan derecho de tránsito con varios bloqueos en Oaxaca,2
Personal médico despedido mantiene bloqueo en el crucero del aeropuerto,2
"Indignante, pobladores de Jocotepec retienen ambulancia de Cruz Ámbar en bloqueo de Sebastopol en Tuxtepec",2
Levantan bloqueo en el Istmo; pobladores de Chimalapa recibirán recursos,2
Bloqueos complican la movilidad en la ciudad de Oaxaca,2
Continúa bloqueo en carretera del Istmo,2
"Tras finalizar bloqueo en Jalapa, transportistas reportan pérdidas millonarias.",2
Trasciende enfrentamiento de policías y sujetos armados,2
OAXACA: normalistas de la Mixteca marcharán por el No Olvido del Movimiento Estudiantil del 68,2
Codeci anuncia bloqueos para conmemorar 11 aniversario luctuoso de su líder fundador Catarino Torres Pereda,2
[VIDEO] Realizan marcha pro-vida en Tuxtepec,8
Bloqueo en Ciudad Administrativa afecta trámites y servicios,2
Sindicato del IEBO anuncia bloqueos en todas las salidas/entradas a Tuxtepec,2
Retiran bloqueo de calles aledañas al Palacio Municipal de la ciudad de Oaxaca,2
Trabajadores de limpia instalaron bloqueos en la ciudad de Oaxaca,2
Desaire de Oswaldo García propicia bloqueo en Tinoco y Palacios,2
Dos grupos anuncian bloqueos y manifestaciones para este miércoles en Tuxtepec,2
OAXACA: SUTIEBO activa bloqueos en regiones del Estado por millonaria deuda,2
[VIDEO] Bloqueos 'secuestraron'Tuxtepec; comerciantes reportan perdidas millonarias,2
"No a todos les fue mal con los bloqueos en Tuxtepec, taxistas repuntaron en pasajes",2
"Retiran bloqueos en la ciudad de Oaxaca, se normaliza el tránsito",2
Diálogo sin afectaciones pide Segego ante bloqueos en Oaxaca,2
¡Se suma a bloqueos! Undeci exige atención de Bienestar y gobierno,2
Padecen negocios pandemia y bloqueos en Tuxtepec,2
Baja 60% el servicio de empresas transportistas por bloqueos en Oaxaca,2
Personal de limpia reinicia bloqueos en la ciudad de Oaxaca,2
"OAXACA: se alista bloqueo indefinido en carretera Pinotepa – Acapulco, pobladores de La Muralla piden recursos conforme a la ley aseguran",2
OAXACA: latente retomar bloqueos por parte de trabajadores de limpia,2
Retiran manifestantes bloqueo en Pinotepa Nacional,2
Indolencia de autoridades municipales genera tres bloqueos hoy.,2
Sindicalizados retiran bloqueo en la avenida Universidad,2
Antorcha campesina plantea exigencias al estado con bloqueos,2
"Trasciende enfrentamiento a balazos entre ministeriales y civiles, en Tantoyuca",2
Retiran bloqueo transportistas de la Semarnat; atiende Segego la problemática.,2
"OAXACA: Se libera bloqueo en carretera a Juquila, habría sido cerrado poco más de 15 días",2
Afectan movilidad en Miahuatlán con dos bloqueos,2
"Con bloqueo carretero piden cancelar proyecto minero San José, en Oaxaca",2
OAXACA: Añeja demanda genera bloqueo carretero en Zaachila,2
Retiran antimineras bloqueo hacia la Sierra Sur y Costa de Oaxaca,2
Tras mesa de diálogo retiran bloqueo en Carretera Federal 200,2
Desatención en CEA y Segego propicia bloqueos en Oaxaca,2
OAXACA: Activan bloqueos por detención de un integrante de CTM,2
Marchan padres de los 43 en Chilpancingo por 85 meses de caso Ayotzinapa,2
OAXACA: Con bloqueo STEUABJO exige toma de nota,2
OAXACA: Amanece bloqueo por crisis en sector salud,2
Con bloqueos a vías férreas demandan información del Corredor Interoceánico en Oaxaca,2
Vecinos desalojan a quienes bloqueaban en carretera del Istmo,2
Pueblo de San Juan Mazatlán acciona con bloqueos; cierra Transistmica y carretera Tuxtepec-Palomares,2
Reportan enfrentamiento entre policías y vendedores ambulantes en Oaxaca,2
Mototaxistas del grupo OLI anuncian bloqueo carretero.,2
Prometen plazas a trabajadores de Salud tras marcha en Acapulco,8
Bloqueos viales en Oaxaca de Juárez suman 4 semanas consecutivas,2
Bloqueo en crucero de Huayapam impide movilidad de personas,2
OAXACA: integrantes de CODECI dan otro día de bloqueo a capitalinos,2
Cumple tres días en Oaxaca bloqueo carretero que impide paso a turistas y comerciantes del Istmo a Huatulco,2
Van 4 días de afectaciones por bloqueo en el Istmo de Tehuantepec,2
Marcharán el 23 de octubre por asesinato de Heriberto Pazos,2
Retiran bloqueo de la avenida Universidad,2
Recuerdan con marcha y homenajes a Heriberto Pazos,8
Van 8 días de afectaciones por bloqueo en Huamelula,2
Bloqueo en el IMECA por parte de trabajadores del SAP en Juchitán,2
Investiga Fiscalía de Oaxaca enfrentamientos en San Esteban Atatlahuca,2
Retiran bloqueo en carretera de Río Grande a Juquila,2
Bloqueos afectan movilidad en la colonia Reforma,2
OAXACA: por obra escolar se realiza bloqueo en carretera federal,2
"Con diálogo, la Policía Estatal logra desactivar bloqueos en la ciudad de Oaxaca.",2
En Huajuapan marchan contra decreto que obliga a mayores de edad a mostrar certificado de vacunación,2
La ENSFO marcha para encubrir a su director,8
"Fiscalía General interviene e inicia investigación en San Esteban Atatlahuca, tras enfrentamiento armado",2
Marchan cientos en Oaxaca a favor de la vida y contra el aborto,2
Damnificados por las lluvias en el Istmo amenazan con bloqueos,2
OAXACA: CIPO realiza bloqueos en exigencia de justicia,2
Retiran bloqueo entre Atatlahuca y Santa Cruz Nundaco,2
Retiran bloqueo en carretera a la Costa,2
Desquician bloqueos la ciudad de Oaxaca,2
Marchan por dignidad y respeto en Tuxtepec,2
OAXACA: 'no cambia nada'dice líder de Sindicato Independiente 3 de Marzo al anunciar otro día de bloqueos en la capital,2
¡Otra vez! Desquician a Tuxtepec con bloqueos,2
"Canceladas por bloqueos, 20% de reservaciones hoteleras en Oaxaca",2
Mantendrán Sindicato 3 de Marzo bloqueos en Oaxaca hasta una respuesta,2
"[VIDEO] En la vida hay que enfrentar los problemas, recomienda Murat a edil de Oaxaca; convoca a dialogo en Palacio para levantar bloqueos",2
OAXACA: Gobernador del Estado atiende a Sindicato 3 de Marzo tras 15 horas de bloqueos,2
Sindicato 3 de Marzo prolonga bloqueo hasta las 10 de la noche y reanuda mañana a las cinco.,2
Levanta SUTIEBO bloqueo en la Costa tras promesa de solución,2
Continúa bloqueo en la calle Miguel Cabrera de la ciudad de Oaxaca,2
Bloqueo en el Istmo impide paso hacia Chiapas,2
Tomas de agua clandestinas provocan enfrentamiento en Huajuapan,2
OAXACA: CSSO protesta con bloqueo en principal avenida de la capital oaxaqueña,2
Amagan con bloqueo carretero trabajadores del SAP de Juchitán.,2
Bloqueo en carretera Juquila-Río Grande cumple 3 días,2
"Con ""marcha del hartazgo"", mujeres de Tuxtepec exigen justicia ante el aumento de desapariciones",8
Dan marcha atrás para clases presenciales en escuelas privadas de Oaxaca,2
UNACH pone en marcha Congreso Mesoamericano de Investigación,3
Marchan en la ciudad de Oaxaca familiares de personas desaparecidas,2
Con bloqueo impiden paso entre Salina Cruz y Huatulco,2
OAXACA: trabajadores de salud marchan por despido (VIDEO),2
OAXACA: bloqueo en la capital por obras (VÍDEO),2
"Con bloqueos, el SITYPS insiste en plazas para administrativos",2
Retiran bloqueo en carretera del Istmo,2
OAXACA: En marcha patrulla feminista para exhibir a deudores,3
OAXACA: trabajadores despedidos del sector salud realizan bloqueo,2
Más de 300 despedidos de la jurisdicción sanitaria número 3 de Tuxtepec anuncian bloqueos para protestar; exigen reinstalación (vídeo),2
El STEUABJO quiere 12 millones de pesos… sin trabajar; realiza bloqueo,2
OAXACA: sin graves daños termina marcha de estudiantes,8
"Marchan sin violencia en Oaxaca, para conmemorar el 2 de octubre del 68",2
Retrasan marcha trabajadores de salud en Oaxaca,8
Marcha Coordinadora de Sindicatos de Salud en Oaxaca; instalan plantón en Casa Oficial,2
OAXACA: se retira bloqueo por parte de STEUABJO (VÍDEO),2
"Fiscalía General presentó datos de prueba suficientes y Juez vinculó a proceso a probable responsable del homicidio de adolescente, ocurrido en enfrentamiento en la Central de Abasto",2
Retiran bloqueo en carretera a Tuxtepec,2
Más de diez empresas se han ido del Istmo por bloqueos,2
Detienen a ex jefe de la Policía por enfrentamiento en Nochixtlán,2
Avanza Fiscalía con investigaciones sobre el enfrentamiento en la agencia Vicente Guerrero,2
Reportan enfrentamiento entre elementos de la Guardia Nacional y civiles en San Francisco del Mar; tres muertos saldo preliminar,2
Mártires marcha invicto tras duelo vs Barrio Nueve en la jornada 5 de la Liga Municipal de Futbol,2
"Con marcha y tapete, normalistas conmemoran desaparición de estudiantes de Ayotzinapa",8
Confirma la Fiscalía un muerto en San Francisco del Mar por enfrentamiento,2
"Con bloqueo, habitantes de Santa Lucía del Camino exigen rehabilitación del drenaje",2
Calvario en carretera y acceso al aeropuerto de Oaxaca por bloqueo de organizaciones,2
"Convocan a marcha 'Tuxtepec a favor de la mujer y la vida""",8
"Oaxaca de Juárez, rehén de bloqueos y movilizaciones en las calles",2
Pobladores de San José Manialtepec levantan bloqueo carretero en la Costa,2
"OAXACA: Exigen comuneros la aprobación inmediata de su Consejo Municipal, realizan bloqueo",2
Se deslinda la Asociación Civil de enfrentamiento en Molino Los Arcos,2
Colapsa economía de la Costa por bloqueos hacia Huatulco y Juquila,2
Se agudiza protesta de pobladores de San Juan Mazatlán; prevén bloqueo carretero,2
"Acumula el Istmo de Oaxaca al menos 50 bloqueos carreteros, estrategia de presión para autoridades",2
Autoridades de la Mixtequita San Juan Mazatlán Mixe amagan con bloqueo carretero,2
Reporta Guardia Nacional dos bloqueos y un accidente en el Istmo,2
Bloqueos afectan movilidad y economía en el Istmo,2
Abaten a 9 sujetos durante enfrentamiento armado en Coahuila,2
Con árboles bloqueaban acceso a comunidades de Atatlahuca atacadas; gobierno de Oaxaca continúa recorridos de seguridad,2
OAXACA: STEUABJO activa bloqueo en demanda de respuesta económicaB (VÍDEO),2
Concilia Segego en conflicto y quitan bloqueo carretero al Istmo,2
"Despido de casi 3 mil empleados de salud en Oaxaca deja protestas, bloqueos y hasta huelga de hambre",2
"Marchan mujeres en la ciudad de Oaxaca, piden justicia para Citlali",2
Ejército da golpe de estado en Sudán en medio de protestas y bloqueos,2
OAXACA: bloqueo carretero por desatención de Inmobiliaria 'Aguilar',2
Lunes de bloqueos en Oaxaca,2
Bloqueo en la Y griega es para pedir un pozo profundo,2
OAXACA: exigen pobladores de Zaachila construcción de pozo profundo con bloqueo,2
Marcha personal eventual de Salud en Salina Cruz.,2
Amanece bloqueo en Tlacolula; insiste Segego en el diálogo,2
"Por culpa de constructora, permanece bloqueo en carretera de Tlacolula",2
Piden ayuda para bebé no aceptada en Hospital de la Niñez Oaxaqueña; anuncian bloqueo carretero,2
López Obrador pide la integración comercial y el fin de los bloqueos en América Latina,2
OAXACA: termina bloqueo en carretera federal 175 Oaxaca-Puerto Escondido,2
Llega a Huixtla la Marcha Caravana por la Paz; en 12 días entraría a territorio oaxaqueño,2
"En Oaxaca, enfrentamiento deja dos vehiculos incendiados y un lesionado",2
Bloqueo de la carretera Federal Matamoros – Puerto Juárez en Tecolutla provoca descontento de automovilistas (vídeo),2
"Con 3 bloqueos carreteros, pobladores del Istmo y trabajadores de Agua exige atención del gobierno",2
Michoacán: tras liberación de bloqueo comienza movilidad de trenes,2
"Istmo de Tehuantepec, secuestrado por bloqueos y manifestaciones",2
Tres bloqueos afectan tránsito en Oaxaca,2
OAXACA: Sol Rojo demanda con bloqueo y pintas justicia,2
